Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-11-12,20MICRONS,EQ,66.1,66.15,67.9,64.0,64.4,64.45,65.81,209722,1380139360000.0,3887,99226,0.4731
2021-11-15,20MICRONS,EQ,64.45,64.45,65.15,60.15,61.5,61.45,62.67,151540,949714675000.0,2164,102443,0.6759999999999999
2021-11-16,20MICRONS,EQ,61.45,61.95,63.9,61.6,62.3,62.0,62.6,101220,633596445000.0,2230,52889,0.5225
2021-11-17,20MICRONS,EQ,62.0,61.05,62.85,60.55,61.0,60.9,61.6,73794,454534765000.00006,1323,45563,0.6174000000000001
2021-11-18,20MICRONS,EQ,60.9,61.65,62.7,59.0,60.0,60.25,60.57,99195,600784225000.0,1992,56397,0.5685
2021-11-22,20MICRONS,EQ,60.25,60.25,61.1,56.25,56.25,57.5,58.65,116098,680883510000.0,1682,82148,0.7076000000000001
2021-11-23,20MICRONS,EQ,57.5,57.05,61.4,57.05,60.05,60.15,59.57,129193,769591885000.0,2428,60431,0.4678
2021-11-24,20MICRONS,EQ,60.15,61.45,61.6,60.1,60.3,60.4,60.76,57065,346748625000.0,978,36183,0.6341
2021-11-25,20MICRONS,EQ,60.4,61.1,62.1,60.3,61.35,61.2,61.2,65235,399226630000.0,1261,27078,0.41509999999999997
2021-11-26,20MICRONS,EQ,61.2,61.0,61.0,58.25,60.0,58.95,59.63,89668,534693240000.00006,1288,53559,0.5972999999999999
2021-11-29,20MICRONS,EQ,58.95,60.95,60.95,56.0,57.85,57.55,57.57,84136,484356434999.99994,1289,50873,0.6047
2021-11-30,20MICRONS,EQ,57.55,58.8,60.0,57.5,57.95,58.1,58.61,50358,295171665000.0,834,27968,0.5554
2021-12-01,20MICRONS,EQ,58.1,59.25,59.55,57.5,58.5,58.45,58.48,65712,384289380000.0,952,44652,0.6795
2021-12-02,20MICRONS,EQ,58.45,58.5,58.95,58.0,58.5,58.4,58.43,48957,286033925000.0,812,27580,0.5634
2021-12-03,20MICRONS,EQ,58.4,58.9,59.5,58.2,58.75,58.75,58.81,31382,184553675000.0,669,18442,0.5877
2021-12-06,20MICRONS,EQ,58.75,58.75,60.6,58.0,58.05,58.4,59.28,51176,303396100000.0,1112,26037,0.5088
2021-12-07,20MICRONS,EQ,58.4,58.95,64.1,58.35,62.25,62.25,61.78,182873,1129701125000.0,2432,96696,0.5288
2021-12-08,20MICRONS,EQ,62.25,62.55,63.2,61.4,61.4,61.6,62.04,70321,436289815000.00006,1217,32764,0.46590000000000004
2021-12-09,20MICRONS,EQ,61.6,62.0,62.8,61.0,61.9,61.75,62.0,39763,246521979999.99997,954,23089,0.5807
2021-12-10,20MICRONS,EQ,61.75,61.9,66.2,61.75,63.05,63.15,64.08,256344,1642559980000.0,3280,138178,0.539
2021-12-13,20MICRONS,EQ,63.15,64.55,64.95,63.0,63.3,63.2,63.86,63382,404786520000.0,1277,39958,0.6304
2021-12-14,20MICRONS,EQ,63.2,64.0,64.0,61.55,62.15,62.3,62.5,46660,291620375000.0,975,26566,0.5694
2021-12-15,20MICRONS,EQ,62.3,63.5,74.0,61.65,62.45,62.45,66.65,2685511,17899724000000.0,23662,1221876,0.455
2021-12-16,20MICRONS,EQ,62.45,63.05,64.4,60.15,61.1,61.15,62.36,492105,3068776955000.0,6918,278611,0.5662
2021-12-17,20MICRONS,EQ,61.15,61.45,61.6,58.15,59.25,58.95,59.58,232749,1386744410000.0,3675,141631,0.6085
2021-12-20,20MICRONS,EQ,58.95,58.4,58.4,53.6,55.35,55.65,56.06,278417,1560684780000.0,4091,132648,0.4764
2021-12-21,20MICRONS,EQ,55.65,56.0,59.0,56.0,56.5,56.95,57.35,165345,948319160000.0,2790,72304,0.43729999999999997
2021-12-22,20MICRONS,EQ,56.95,57.8,58.9,57.1,57.75,57.8,58.14,108354,630021715000.0,2047,51719,0.4773
2021-12-23,20MICRONS,EQ,57.8,58.85,59.0,57.35,58.0,57.9,58.08,82623,479876209999.99994,1520,42576,0.5153
2021-12-24,20MICRONS,EQ,57.9,58.5,58.5,55.5,56.15,55.85,56.62,192527,1090044875000.0,2349,100282,0.5209
2021-12-27,20MICRONS,EQ,55.85,56.05,61.35,54.7,57.1,57.1,58.03,521125,3024176315000.0,5015,240601,0.4617
2021-12-28,20MICRONS,EQ,57.1,58.7,60.5,57.9,59.9,59.75,59.49,645111,3838077160000.0,5040,339523,0.5263
2021-12-29,20MICRONS,EQ,59.75,60.75,60.9,58.05,59.5,59.6,59.91,314791,1886063430000.0,3169,195701,0.6217
2021-12-30,20MICRONS,EQ,59.6,59.6,63.6,59.35,63.3,62.35,61.62,2815655,17350228805000.002,12217,1591768,0.5653
2021-12-31,20MICRONS,EQ,62.35,64.0,66.6,63.0,63.9,63.45,65.01,1597660,10386462705000.0,11589,989381,0.6193
2022-01-03,20MICRONS,EQ,63.45,63.95,64.55,61.7,62.1,62.1,62.54,451601,2824329025000.0,3724,248467,0.5502
2022-01-04,20MICRONS,EQ,62.1,62.8,63.0,60.5,60.75,60.65,61.24,369132,2260401200000.0,2602,269280,0.7295
2022-01-05,20MICRONS,EQ,60.65,60.95,62.0,59.5,61.5,60.4,60.3,619730,3736876690000.0,3133,358976,0.5792
2022-01-06,20MICRONS,EQ,60.4,60.2,64.1,60.0,62.8,62.1,62.47,655397,4094140515000.0,6304,327627,0.4999
2022-01-07,20MICRONS,EQ,62.1,62.8,74.5,62.8,74.5,74.5,71.03,3966780,28176750514999.996,23426,1887224,0.4758
2022-01-10,20MICRONS,EQ,74.5,78.45,89.4,77.85,89.4,89.4,84.32,4416892,37243946065000.0,54990,1232270,0.27899999999999997
2022-01-11,20MICRONS,EQ,89.4,94.0,94.0,81.0,82.1,81.8,86.31,2510710,21670890690000.0,42817,1043672,0.4157
2022-01-12,20MICRONS,EQ,81.8,83.9,86.9,81.5,82.7,83.05,84.58,965531,8166025290000.001,14202,427850,0.44310000000000005
2022-01-13,20MICRONS,EQ,83.05,83.5,91.35,82.7,91.35,91.35,88.32,1378325,12173934005000.0,11746,728172,0.5283
2022-01-14,20MICRONS,EQ,91.35,91.55,99.65,88.8,96.6,96.8,95.4,2453246,23403077355000.0,31230,853091,0.34770000000000006
2022-01-17,20MICRONS,EQ,96.8,97.7,105.5,96.0,102.4,102.55,102.52,1746435,17904720285000.0,23703,720704,0.41270000000000007
2022-01-18,20MICRONS,EQ,102.55,103.3,108.25,94.2,95.5,95.3,100.32,1393149,13976296119999.998,23213,756415,0.543
2022-01-19,20MICRONS,EQ,95.3,93.0,102.7,93.0,100.95,100.5,99.0,910806,9017395485000.0,15429,433015,0.4754
2022-01-20,20MICRONS,EQ,100.5,100.95,103.9,94.7,99.9,99.5,99.82,949272,9475976965000.0,15497,331889,0.3496
2022-01-21,20MICRONS,EQ,99.5,99.0,101.8,91.25,95.45,95.35,97.46,673266,6561940480000.0,10631,320103,0.4754
2022-01-24,20MICRONS,EQ,95.35,97.0,100.2,88.2,90.1,90.05,93.31,632528,5902096610000.0,12514,230408,0.48560000000000003
2022-01-25,20MICRONS,EQ,90.05,89.95,97.0,85.15,94.3,94.7,93.54,520109,4865263385000.0,8595,231284,0.4447
2022-01-27,20MICRONS,EQ,94.7,92.9,93.7,89.0,91.6,91.9,91.9,336785,3095013140000.0,4878,174572,0.5183
2022-01-28,20MICRONS,EQ,91.9,92.8,101.0,92.75,97.9,97.35,98.47,1058107,10419296570000.0,12320,575153,0.5436
2022-01-31,20MICRONS,EQ,97.35,98.7,99.75,89.65,90.7,91.5,94.58,594190,5619831325000.0,8599,345669,0.5817
2022-02-01,20MICRONS,EQ,91.5,92.3,94.5,88.55,91.7,91.95,91.86,303710,2789805440000.0,6418,131781,0.4339
2022-02-02,20MICRONS,EQ,91.95,92.85,94.5,90.5,91.0,90.9,91.88,230404,2116963180000.0,3426,126875,0.5507
2022-02-03,20MICRONS,EQ,90.9,91.65,93.7,89.5,91.0,90.6,91.21,260677,2377627010000.0,4001,105320,0.40399999999999997
2022-02-04,20MICRONS,EQ,90.6,91.6,91.8,87.55,88.45,88.15,89.12,224694,2002402825000.0,3029,129640,0.5770000000000001
2022-02-07,20MICRONS,EQ,88.15,88.15,89.45,84.0,85.5,85.0,85.79,308641,2647684790000.0,5831,177083,0.5738000000000001
2022-02-08,20MICRONS,EQ,85.0,87.0,87.0,82.5,83.0,83.4,84.22,177777,1497235535000.0,3128,98694,0.5552
2022-02-09,20MICRONS,EQ,83.4,83.9,86.0,83.9,85.8,85.55,84.9,148741,1262882650000.0,3115,79318,0.5333
2022-02-10,20MICRONS,EQ,85.55,85.75,91.75,84.4,88.5,88.65,88.86,430856,3828765720000.0005,5063,198080,0.4597
2022-02-11,20MICRONS,EQ,88.65,86.85,88.15,84.5,85.35,85.25,86.19,183409,1580720580000.0,3252,109394,0.5964
2022-02-14,20MICRONS,EQ,85.25,81.6,83.0,76.75,76.75,76.75,79.58,333625,2654924415000.0,4304,202974,0.6084
2022-02-15,20MICRONS,EQ,76.75,77.2,80.15,74.6,78.5,79.05,77.01,419424,3229880485000.0,5204,167520,0.3994
2022-02-16,20MICRONS,EQ,79.05,80.75,83.2,79.3,79.8,79.6,80.72,228724,1846176389999.9998,3062,86396,0.37770000000000004
2022-02-17,20MICRONS,EQ,79.6,80.35,81.6,76.85,78.0,77.9,78.5,167380,1313921455000.0,2329,71560,0.4275
2022-02-18,20MICRONS,EQ,77.9,77.85,79.55,76.3,77.0,77.2,77.64,122561,951538235000.0,1766,51994,0.4242
2022-02-21,20MICRONS,EQ,77.2,76.0,77.55,73.25,73.6,74.1,74.86,141872,1061998694999.9999,2443,63173,0.44530000000000003
2022-02-22,20MICRONS,EQ,74.1,70.5,72.95,69.0,70.0,69.45,70.73,254664,1801190795000.0,3090,135342,0.5315
2022-02-23,20MICRONS,EQ,69.45,70.2,76.3,70.2,75.75,75.1,73.93,283801,2098201350000.0,3257,85220,0.3003
2022-02-24,20MICRONS,EQ,75.1,70.4,71.8,67.6,67.6,67.6,68.94,388689,2679624905000.0,3836,199489,0.5132
2022-02-25,20MICRONS,EQ,67.6,70.1,72.0,69.0,70.25,70.3,70.73,196731,1391567535000.0,2632,97030,0.4932
2022-02-28,20MICRONS,EQ,70.3,69.5,72.4,67.0,70.8,71.2,70.59,203908,1439318390000.0,3136,82316,0.4037
2022-03-02,20MICRONS,EQ,71.2,70.1,73.6,70.1,72.05,71.85,71.99,219912,1583125505000.0,2642,115094,0.5234000000000001
2022-03-03,20MICRONS,EQ,71.85,73.05,74.6,71.2,72.5,72.0,72.86,129491,943436605000.0001,1930,58085,0.4486
2022-03-04,20MICRONS,EQ,72.0,72.0,72.8,70.1,71.9,71.6,71.61,95527,684101755000.0,1545,42304,0.4428
2022-03-07,20MICRONS,EQ,71.6,69.95,71.0,68.45,70.4,69.8,69.86,140616,982316710000.0,1742,80350,0.5714
2022-03-08,20MICRONS,EQ,69.8,70.0,73.9,69.8,71.95,71.55,71.28,173001,1233080315000.0,1924,90215,0.5215
2022-03-09,20MICRONS,EQ,71.55,72.5,73.8,72.0,72.7,72.35,72.66,98968,719067555000.0,1556,57074,0.5767
2022-03-10,20MICRONS,EQ,72.35,73.75,76.0,72.95,73.9,73.45,74.17,111339,825844705000.0,1579,59748,0.5366
2022-03-11,20MICRONS,EQ,73.45,73.9,78.6,73.0,76.15,75.95,76.23,330620,2520321390000.0,3710,116983,0.35380000000000006
2022-03-14,20MICRONS,EQ,75.95,75.9,76.8,73.0,73.6,73.45,74.95,205018,1536684265000.0,2479,121215,0.5912
2022-03-15,20MICRONS,EQ,73.45,73.8,75.2,71.5,72.5,72.2,73.27,128927,944687915000.0,2162,59285,0.4598
2022-03-16,20MICRONS,EQ,72.2,74.4,75.55,72.2,72.95,72.8,73.94,180120,1331752580000.0,2438,54246,0.3012
2022-03-17,20MICRONS,EQ,72.8,74.0,76.1,73.5,74.7,74.9,74.95,189445,1419882160000.0,2507,87139,0.46
2022-03-21,20MICRONS,EQ,74.9,75.5,79.85,74.65,77.8,77.7,77.54,252442,1957548080000.0,3906,109645,0.4343
2022-03-22,20MICRONS,EQ,77.7,79.9,79.9,75.2,77.0,76.6,76.97,126510,973772205000.0001,2048,61477,0.48590000000000005
2022-03-23,20MICRONS,EQ,76.6,77.6,79.75,76.0,76.25,76.5,78.13,189683,1481983045000.0,2232,64532,0.34020000000000006
2022-03-24,20MICRONS,EQ,76.5,76.55,78.45,75.2,77.0,76.65,76.87,107409,825664780000.0,1646,55389,0.5157
2022-03-25,20MICRONS,EQ,76.65,77.0,80.5,76.55,79.0,78.75,78.97,298110,2354315230000.0,3215,146458,0.4913
2022-03-28,20MICRONS,EQ,78.75,79.8,80.0,74.65,75.55,75.55,76.77,155946,1197145585000.0,2364,88926,0.5702
2022-03-29,20MICRONS,EQ,75.55,76.5,77.15,72.5,73.4,72.9,73.86,147821,1091750530000.0001,2083,101153,0.6843000000000001
2022-03-30,20MICRONS,EQ,72.9,74.0,77.65,73.95,74.9,75.1,76.22,179865,1370969080000.0,2806,92970,0.5169
2022-03-31,20MICRONS,EQ,75.1,75.7,77.25,73.0,73.65,73.85,74.78,162389,1214267020000.0,2495,73504,0.4526
2022-04-01,20MICRONS,EQ,73.85,73.8,81.2,73.1,81.2,81.2,79.36,337838,2680913865000.0,2964,206177,0.6103000000000001
2022-04-04,20MICRONS,EQ,81.2,83.0,86.2,81.2,84.65,84.65,84.54,480491,4062121279999.9995,6379,224055,0.46630000000000005
2022-04-05,20MICRONS,EQ,84.65,85.7,88.4,84.2,86.2,85.75,86.25,308584,2661502240000.0,3648,146851,0.47590000000000005
2022-04-06,20MICRONS,EQ,85.75,85.6,90.9,84.8,88.15,87.5,87.92,384137,3377432429999.9995,4629,147205,0.3832
2022-04-07,20MICRONS,EQ,87.5,88.2,94.8,88.15,90.4,89.9,91.81,684321,6282586105000.0,9684,270510,0.39530000000000004
2022-04-08,20MICRONS,EQ,89.9,91.25,91.6,87.65,88.85,88.55,89.71,256559,2301470515000.0,4695,100376,0.3912
2022-04-11,20MICRONS,EQ,88.55,89.1,94.25,88.55,93.65,93.25,92.08,531579,4895039760000.0,6895,255014,0.4797
2022-04-12,20MICRONS,EQ,93.25,93.7,93.8,88.0,90.65,90.3,90.55,254317,2302904920000.0,5009,94688,0.37229999999999996
2022-04-13,20MICRONS,EQ,90.3,90.7,92.4,89.25,90.0,89.5,90.72,175093,1588440055000.0,2825,76989,0.4397
2022-04-18,20MICRONS,EQ,89.5,89.0,89.7,86.2,86.85,86.5,87.45,188620,1649561410000.0,3614,102383,0.5428000000000001
2022-04-19,20MICRONS,EQ,86.5,87.0,94.5,87.0,89.05,89.65,91.37,457614,4181421820000.0005,6485,139992,0.3059
2022-04-20,20MICRONS,EQ,89.65,90.5,91.6,85.0,86.2,85.7,87.92,273530,2404855230000.0,5246,135430,0.4951
2022-04-21,20MICRONS,EQ,85.7,86.6,90.0,86.4,88.8,88.6,87.99,167410,1472965740000.0,3142,80340,0.47990000000000005
2022-04-22,20MICRONS,EQ,88.6,88.0,93.05,87.6,88.0,88.75,90.09,319582,2879030070000.0,5938,134130,0.4197
2022-04-25,20MICRONS,EQ,88.75,88.0,90.2,85.95,86.8,86.4,87.79,232270,2039023714999.9998,4065,86449,0.3722
2022-04-26,20MICRONS,EQ,86.4,87.75,89.2,87.0,87.35,87.15,87.95,221052,1944234860000.0002,4461,81716,0.3697
2022-04-27,20MICRONS,EQ,87.15,87.0,87.0,84.0,85.6,85.05,85.07,137362,1168595575000.0,2438,71334,0.5193
2022-04-28,20MICRONS,EQ,85.05,86.1,86.3,82.4,83.7,83.0,84.16,100566,846328200000.0,2568,53637,0.5334000000000001
2022-04-29,20MICRONS,EQ,83.0,83.3,85.5,80.1,80.15,81.0,82.7,130365,1078103280000.0001,3304,63910,0.4902
2022-05-02,20MICRONS,EQ,81.0,80.15,84.2,79.45,83.8,83.05,82.18,180184,1480773130000.0,3845,83220,0.4619
2022-05-04,20MICRONS,EQ,83.05,84.7,84.7,77.55,80.75,79.9,81.29,207894,1689980710000.0002,4916,110453,0.5313
2022-05-05,20MICRONS,EQ,79.9,81.2,94.3,80.6,91.5,91.7,90.04,2089159,18811075715000.0,29005,647608,0.31
2022-05-06,20MICRONS,EQ,91.7,88.95,92.85,85.6,90.5,91.1,89.39,859008,7679006540000.001,15795,250745,0.2919
2022-05-09,20MICRONS,EQ,91.1,89.6,91.0,83.4,87.0,87.3,88.2,572226,5046975665000.0,11497,174570,0.30510000000000004
2022-05-10,20MICRONS,EQ,87.3,87.0,90.3,83.05,83.3,83.55,87.3,489557,4274032865000.0,7530,150154,0.30670000000000003
2022-05-11,20MICRONS,EQ,83.55,84.2,84.7,79.0,80.5,80.4,81.13,298548,2422221030000.0,4802,132177,0.44270000000000004
2022-05-12,20MICRONS,EQ,80.4,79.35,83.4,77.15,77.95,78.1,79.62,320962,2555471735000.0,7609,81124,0.2528
2022-05-13,20MICRONS,EQ,78.1,79.3,83.7,79.1,79.75,79.55,81.2,195771,1589631750000.0,4029,65772,0.336
2022-05-16,20MICRONS,EQ,79.55,80.0,85.9,79.65,81.8,81.65,82.46,434799,3585445079999.9995,6842,77659,0.1786
2022-05-17,20MICRONS,EQ,81.65,81.75,86.9,81.35,84.0,84.3,84.76,364019,3085541745000.0,5414,121538,0.33390000000000003
2022-05-18,20MICRONS,EQ,84.3,85.0,87.65,84.2,85.5,85.3,85.86,132069,1133946100000.0,2721,63137,0.4781
2022-05-19,20MICRONS,EQ,85.3,82.2,86.7,81.75,84.1,83.45,84.39,282754,2386129035000.0,3598,147473,0.5216
2022-05-20,20MICRONS,EQ,83.45,85.5,88.0,83.65,84.25,84.1,84.86,93709,795242655000.0,2017,40548,0.43270000000000003
2022-05-23,20MICRONS,EQ,84.1,85.45,92.0,83.4,85.5,85.4,87.96,591142,5199914150000.0,7843,144293,0.2441
2022-05-24,20MICRONS,EQ,85.4,86.4,86.4,82.25,82.95,83.1,84.55,154919,1309890190000.0,2705,81831,0.5282
2022-05-25,20MICRONS,EQ,83.1,84.2,85.35,77.25,78.2,78.1,80.26,269534,2163156239999.9998,4342,149441,0.5544
2022-05-26,20MICRONS,EQ,78.1,78.7,79.8,74.5,76.7,77.1,76.84,167320,1285695210000.0,3209,78277,0.4678
2022-05-27,20MICRONS,EQ,77.1,78.05,79.45,77.0,78.0,77.55,78.05,94580,738241840000.0,2153,38166,0.4035
2022-05-30,20MICRONS,EQ,77.55,78.6,85.0,78.1,79.6,79.4,81.95,778080,6376318850000.0,8588,151489,0.19469999999999998
2022-05-31,20MICRONS,EQ,79.4,79.4,81.8,78.8,79.9,80.25,80.01,132742,1062073890000.0,2551,48952,0.3688
2022-06-01,20MICRONS,EQ,80.25,80.2,81.6,79.25,80.2,79.75,80.25,86207,691798570000.0,1658,32521,0.3772
2022-06-02,20MICRONS,EQ,79.75,79.85,81.9,79.7,80.1,80.1,80.56,130673,1052699030000.0001,2278,44015,0.3368
2022-06-03,20MICRONS,EQ,80.1,81.0,81.4,77.7,79.15,78.3,79.33,128774,1021526075000.0,2168,78541,0.6099
2022-06-06,20MICRONS,EQ,78.3,78.75,79.8,76.4,79.5,79.1,78.33,71057,556590370000.0,1997,26278,0.36979999999999996
2022-06-07,20MICRONS,EQ,79.1,78.5,80.3,78.15,79.25,78.75,79.01,84160,664972395000.0,1735,39697,0.4717
2022-06-08,20MICRONS,EQ,78.75,79.4,79.85,77.7,79.15,78.85,78.64,58058,456541795000.0,1234,26693,0.4598
2022-06-09,20MICRONS,EQ,78.85,78.5,81.0,77.65,78.35,78.2,79.03,129548,1023845115000.0,1968,45727,0.353
2022-06-10,20MICRONS,EQ,78.2,76.8,78.25,76.6,77.5,77.0,77.43,88939,688690855000.0,1135,61464,0.6911
2022-06-13,20MICRONS,EQ,77.0,76.45,76.45,72.2,74.5,73.6,74.57,126038,939869919999.9999,2161,86673,0.6877
2022-06-14,20MICRONS,EQ,73.6,75.0,75.0,71.65,72.25,72.85,73.74,67300,496248590000.00006,1525,33362,0.49570000000000003
2022-06-15,20MICRONS,EQ,72.85,72.5,79.2,72.5,72.85,73.05,75.75,261213,1978642350000.0,3854,50217,0.19219999999999998
2022-06-16,20MICRONS,EQ,73.05,74.05,74.75,68.0,69.0,68.9,70.78,141899,1004378569999.9999,2879,72468,0.5107
2022-06-17,20MICRONS,EQ,68.9,68.0,70.6,67.1,68.45,68.65,68.65,86403,593115990000.0,2219,32737,0.3789
2022-06-20,20MICRONS,EQ,68.65,68.05,68.9,60.35,63.0,61.85,62.93,175852,1106683095000.0,3453,106388,0.605
2022-06-21,20MICRONS,EQ,61.85,63.0,64.9,61.6,64.9,64.55,64.0,138795,888236265000.0,3146,60600,0.4366
2022-06-22,20MICRONS,EQ,64.55,63.2,66.85,62.6,65.0,63.7,64.5,86862,560268105000.0,2566,34017,0.39159999999999995
2022-06-23,20MICRONS,EQ,63.7,64.8,65.9,63.55,65.4,65.35,64.91,102288,663929750000.0,1832,42110,0.5593
